date,iso_week,open,high,low,close,volume,market_capitalization
2014-05-02,2014-17,457.36,457.93,443.4,449.38,10394200.0,5816390000.0
2014-05-03,2014-17,449.4,449.4,430.68,437.76,9849640.0,5716960000.0
2014-05-04,2014-18,438.52,439.77,430.05,436.4,5621260.0,5580030000.0
2014-05-05,2014-18,434.78,440.97,427.62,433.48,10004800.0,5534140000.0
2014-05-06,2014-18,433.36,448.04,423.25,428.96,12507300.0,5517460000.0
2014-05-07,2014-18,429.34,446.13,428.45,438.82,18332200.0,5468310000.0
2014-05-08,2014-18,438.68,448.4,438.14,440.17,9446580.0,5588990000.0
2014-05-09,2014-18,440.18,452.69,440.14,449.46,10347900.0,5609930000.0
2014-05-10,2014-18,450.46,455.77,448.47,454.43,6682600.0,5742830000.0
2014-05-11,2014-19,453.92,455.34,433.4,438.89,12251700.0,5789010000.0
2014-05-12,2014-19,438.3,442.26,434.23,441.46,7383770.0,5591520000.0
2014-05-13,2014-19,441.53,441.98,436.97,440.67,7682670.0,5634510000.0
2014-05-14,2014-19,440.59,446.66,440.5,443.97,9472960.0,5624310000.0
2014-05-15,2014-19,444.14,449.8,443.63,447.25,7362980.0,5671210000.0
2014-05-16,2014-19,447.39,450.66,444.96,448.06,6475100.0,5714640000.0
2014-05-17,2014-19,448.12,451.98,447.3,448.9,2945790.0,5725990000.0
2014-05-18,2014-20,448.7,449.77,444.78,446.26,2857830.0,5735400000.0
2014-05-19,2014-20,446.08,447.56,443.1,446.18,6242620.0,5703760000.0
2014-05-20,2014-20,446.31,491.44,446.01,485.72,40327500.0,5708560000.0
2014-05-21,2014-20,485.8,494.37,483.49,491.77,14626000.0,6215880000.0
2014-05-22,2014-20,492.05,525.36,490.19,524.58,33086500.0,6297990000.0
2014-05-23,2014-20,525.72,541.96,520.08,520.22,34934700.0,6731160000.0
2014-05-24,2014-20,521.05,525.17,516.28,525.14,11499300.0,6673600000.0
2014-05-25,2014-21,525.23,576.48,525.23,571.59,47010300.0,6729120000.0
2014-05-26,2014-21,571.39,588.39,565.33,583.42,29959800.0,7322870000.0
2014-05-27,2014-21,582.59,589.52,554.43,571.24,38032000.0,7468620000.0
2014-05-28,2014-21,571.91,578.62,564.09,577.06,19289000.0,7333770000.0
2014-05-29,2014-21,576.33,577.1,561.6,568.18,18707800.0,7392820000.0
2014-05-30,2014-21,568.18,618.46,568.16,615.33,31985400.0,7290240000.0
2014-05-31,2014-21,615.69,624.72,604.47,623.68,15107100.0,7902400000.0
2014-06-01,2014-22,623.69,671.51,619.91,630.23,45259100.0,8007450000.0
2014-06-02,2014-22,629.64,665.5,618.75,660.62,45450200.0,8086630000.0
2014-06-03,2014-22,660.55,674.11,650.78,667.61,40653700.0,8486730000.0
2014-06-04,2014-22,666.77,668.56,624.09,641.61,37731500.0,8569660000.0
2014-06-05,2014-22,641.07,663.53,640.09,659.26,29621300.0,8242230000.0
2014-06-06,2014-22,659.28,661.37,652.3,653.7,18680100.0,8478870000.0
2014-06-07,2014-22,653.52,656.94,644.91,654.97,15855300.0,8407050000.0
2014-06-08,2014-23,654.99,658.88,653.47,656.14,8614190.0,8428530000.0
2014-06-09,2014-23,655.64,657.7,644.39,649.16,19065400.0,8439070000.0
2014-06-10,2014-23,650.04,659.62,646.56,653.15,17913400.0,8369550000.0
2014-06-11,2014-23,653.19,657.04,632.55,633.02,25163800.0,8412780000.0
2014-06-12,2014-23,633.43,638.11,573.27,586.95,50818800.0,8160590000.0
2014-06-13,2014-23,585.7,615.14,585.7,600.16,35700700.0,7548170000.0
2014-06-14,2014-23,600.75,601.27,549.82,577.36,38481200.0,7744580000.0
2014-06-15,2014-24,575.93,592.94,554.89,592.94,23580900.0,7427200000.0
2014-06-16,2014-24,592.65,608.72,587.07,592.19,28677500.0,7645650000.0
2014-06-17,2014-24,591.59,610.89,590.4,610.86,18597300.0,7634710000.0
2014-06-18,2014-24,609.77,615.88,604.4,607.96,17862000.0,7872150000.0
2014-06-19,2014-24,608.07,612.24,597.02,598.07,12803800.0,7852650000.0
2014-06-20,2014-24,597.4,599.75,587.76,594.15,18134100.0,7717370000.0
2014-06-21,2014-24,593.68,599.46,587.74,594.99,9256290.0,7672030000.0
2014-06-22,2014-25,595.9,606.0,594.63,602.27,10877700.0,7703560000.0
2014-06-23,2014-25,602.16,603.21,586.34,593.98,14053800.0,7787160000.0
2014-06-24,2014-25,593.97,596.97,582.36,582.36,14144900.0,7683850000.0
2014-06-25,2014-25,581.81,583.6,565.63,566.34,20687700.0,7529260000.0
2014-06-26,2014-25,566.14,581.63,564.73,581.14,14655900.0,7329110000.0
2014-06-27,2014-25,581.3,600.12,579.88,597.26,20814600.0,7527840000.0
2014-06-28,2014-25,599.08,604.47,595.92,596.55,13398100.0,7761630000.0
2014-06-29,2014-26,596.33,604.08,596.16,602.72,8897470.0,7728190000.0
2014-06-30,2014-26,602.62,645.15,599.88,639.8,46422400.0,7812050000.0
2014-07-01,2014-26,641.39,657.86,640.11,640.81,38446300.0,8316770000.0
2014-07-02,2014-26,641.04,656.68,638.34,650.88,25768200.0,8314310000.0
2014-07-03,2014-26,650.77,650.77,641.3,645.16,18949000.0,8442770000.0
2014-07-04,2014-26,644.65,648.43,629.4,630.69,22237200.0,8365570000.0
2014-07-05,2014-26,629.95,633.22,628.0,631.46,9105940.0,8177490000.0
2014-07-06,2014-27,631.77,638.65,631.16,635.81,10080000.0,8203530000.0
2014-07-07,2014-27,635.46,637.16,617.01,624.09,17813600.0,8253710000.0
2014-07-08,2014-27,622.57,626.7,620.91,624.82,10005500.0,8088590000.0
2014-07-09,2014-27,625.22,627.0,622.6,624.51,9819150.0,8125370000.0
2014-07-10,2014-27,624.83,626.12,612.35,616.76,15880700.0,8122830000.0
2014-07-11,2014-27,616.66,632.09,615.77,632.0,16467100.0,8019000000.0
2014-07-12,2014-27,631.88,636.66,626.98,633.71,13329000.0,8219370000.0
2014-07-13,2014-28,634.22,634.73,624.91,626.5,11291000.0,8252240000.0
2014-07-14,2014-28,626.56,627.34,617.32,619.32,12706800.0,8155140000.0
2014-07-15,2014-28,620.0,625.14,619.63,621.59,10873200.0,8071770000.0
2014-07-16,2014-28,622.01,623.09,615.33,616.8,13182400.0,8100510000.0
2014-07-17,2014-28,616.54,626.29,608.4,623.09,16576700.0,8031440000.0
2014-07-18,2014-28,622.37,629.21,620.47,628.78,14158100.0,8110060000.0
2014-07-19,2014-28,629.17,629.17,624.6,628.51,7222030.0,8201340000.0
2014-07-20,2014-29,628.56,628.56,622.77,623.9,5760120.0,8196210000.0
2014-07-21,2014-29,623.95,624.09,619.11,622.21,10711900.0,8138520000.0
2014-07-22,2014-29,622.27,624.3,620.96,621.55,9602880.0,8119060000.0
2014-07-23,2014-29,621.12,624.43,618.29,619.41,11056600.0,8106260000.0
2014-07-24,2014-29,619.5,620.43,595.57,601.73,20917200.0,8087290000.0
2014-07-25,2014-29,601.51,607.07,597.23,601.09,12279500.0,7854660000.0
2014-07-26,2014-29,601.54,602.09,593.96,595.81,10752900.0,7857510000.0
2014-07-27,2014-30,595.67,598.94,593.43,593.85,7774230.0,7782830000.0
2014-07-28,2014-30,594.14,594.57,575.18,585.69,19316400.0,7765040000.0
2014-07-29,2014-30,585.55,588.38,581.7,584.73,11275400.0,7655040000.0
2014-07-30,2014-30,584.74,585.12,564.9,567.29,14898800.0,7646630000.0
2014-07-31,2014-30,567.37,586.24,564.51,586.24,22467900.0,7421870000.0
2014-08-01,2014-30,586.2,597.92,583.63,594.92,18215900.0,7670500000.0
2014-08-02,2014-30,594.9,594.91,586.15,589.33,8359080.0,7786620000.0
2014-08-03,2014-31,588.89,589.15,581.65,586.67,9917990.0,7710420000.0
2014-08-04,2014-31,586.23,591.95,583.74,588.78,9867570.0,7677850000.0
2014-08-05,2014-31,589.01,589.87,584.1,585.44,10790800.0,7716120000.0
2014-08-06,2014-31,585.95,587.49,583.1,584.65,14497900.0,7678040000.0
2014-08-07,2014-31,584.65,591.1,584.05,588.87,11131400.0,7663290000.0
2014-08-08,2014-31,588.88,598.12,588.79,592.58,11072000.0,7721090000.0
2014-08-09,2014-31,592.47,592.47,587.63,589.37,7922070.0,7770550000.0
2014-08-10,2014-32,589.17,594.46,587.94,591.06,7555310.0,7730000000.0
2014-08-11,2014-32,591.28,591.51,574.05,576.37,14764200.0,7760290000.0
2014-08-12,2014-32,576.51,576.95,566.6,569.64,13978200.0,7569070000.0
2014-08-13,2014-32,570.38,573.03,532.67,546.66,25777500.0,7490990000.0
2014-08-14,2014-32,546.18,546.24,498.73,505.97,35803900.0,7175190000.0
2014-08-15,2014-32,511.14,518.18,487.93,497.01,25598300.0,6717150000.0
2014-08-16,2014-32,497.83,521.48,487.74,519.71,22832500.0,6544250000.0
2014-08-17,2014-33,519.14,520.19,483.63,491.8,24300900.0,6826520000.0
2014-08-18,2014-33,491.51,499.37,443.85,461.46,50783800.0,6465210000.0
2014-08-19,2014-33,461.48,485.71,455.54,485.25,38422400.0,6072520000.0
2014-08-20,2014-33,485.07,518.28,467.51,511.98,46527600.0,6385230000.0
2014-08-21,2014-33,510.45,531.9,510.45,517.24,49444200.0,6721410000.0
2014-08-22,2014-33,517.58,521.48,501.27,514.04,36563900.0,6817460000.0
2014-08-23,2014-33,513.39,514.3,492.11,498.07,25171900.0,6764340000.0
2014-08-24,2014-34,498.29,512.89,497.35,508.29,19441700.0,6567300000.0
2014-08-25,2014-34,508.22,508.22,499.23,502.5,18356700.0,6700090000.0
2014-08-26,2014-34,502.54,512.69,502.54,511.57,23235100.0,6626970000.0
2014-08-27,2014-34,512.19,520.71,510.92,511.15,22648500.0,6756340000.0
2014-08-28,2014-34,510.88,516.16,506.88,507.81,19862000.0,6741320000.0
2014-08-29,2014-34,508.43,511.69,503.82,508.52,17624800.0,6711080000.0
2014-08-30,2014-34,508.59,509.31,501.64,504.25,9424070.0,6715420000.0
2014-08-31,2014-35,502.9,504.88,474.81,477.76,44632300.0,6642630000.0
2014-09-01,2014-35,477.79,485.31,471.91,474.88,20432000.0,6313120000.0
2014-09-02,2014-35,474.48,482.99,472.32,477.43,23337900.0,6270970000.0
2014-09-03,2014-35,476.87,481.71,476.21,477.59,13342200.0,6304370000.0
2014-09-04,2014-35,477.68,493.93,477.09,489.66,26081400.0,6317100000.0
2014-09-05,2014-35,489.67,490.64,481.61,483.34,15302500.0,6477530000.0
2014-09-06,2014-35,483.34,488.6,483.0,484.83,10601400.0,6395630000.0
2014-09-07,2014-36,485.13,488.07,482.28,482.28,8994050.0,6421460000.0
2014-09-08,2014-36,481.81,489.83,468.79,474.6,30238000.0,6379410000.0
2014-09-09,2014-36,474.88,477.38,467.78,475.26,21447800.0,6289350000.0
2014-09-10,2014-36,475.48,487.47,475.14,479.36,22787800.0,6299070000.0
2014-09-11,2014-36,479.62,482.35,474.61,479.75,16852900.0,6355700000.0
2014-09-12,2014-36,479.58,479.63,473.01,477.75,15437200.0,6357290000.0
2014-09-13,2014-36,477.79,482.12,475.1,479.0,15588000.0,6335400000.0
2014-09-14,2014-37,479.12,479.85,476.12,477.89,13105500.0,6355140000.0
2014-09-15,2014-37,477.76,478.62,474.02,475.37,15345200.0,6339090000.0
2014-09-16,2014-37,474.86,475.64,465.13,466.06,16797300.0,6302440000.0
2014-09-17,2014-37,465.86,468.17,452.42,457.33,21056800.0,6185010000.0
2014-09-18,2014-37,456.86,456.86,413.1,424.44,34483200.0,6067610000.0
2014-09-19,2014-37,424.1,427.83,384.53,394.8,37919700.0,5634440000.0
2014-09-20,2014-37,394.67,423.3,389.88,408.9,36863600.0,5245150000.0
2014-09-21,2014-38,408.08,412.43,393.18,398.82,26580100.0,5425180000.0
2014-09-22,2014-38,399.1,406.92,397.13,402.15,24127600.0,5307360000.0
2014-09-23,2014-38,402.09,441.56,396.2,435.79,45099500.0,5348840000.0
2014-09-24,2014-38,435.75,436.11,421.13,423.2,30627700.0,5798220000.0
2014-09-25,2014-38,423.16,423.52,409.47,411.57,26814400.0,5632260000.0
2014-09-26,2014-38,411.43,414.94,400.01,404.43,21460800.0,5477970000.0
2014-09-27,2014-38,403.56,406.62,397.37,399.52,15029300.0,5374500000.0
2014-09-28,2014-39,399.47,401.02,374.33,377.18,23613300.0,5321420000.0
2014-09-29,2014-39,376.93,385.21,372.24,375.47,32497700.0,5022360000.0
2014-09-30,2014-39,376.09,390.98,373.44,386.94,34707300.0,5012450000.0
2014-10-01,2014-39,387.43,391.38,380.78,383.62,26229400.0,5165060000.0
2014-10-02,2014-39,383.99,385.5,372.95,375.07,21777700.0,5120700000.0
2014-10-03,2014-39,375.18,377.69,357.86,359.51,30901200.0,5004540000.0
2014-10-04,2014-39,359.89,364.49,325.89,328.87,47236500.0,4801920000.0
2014-10-05,2014-40,328.92,341.8,289.3,320.51,83308100.0,4389890000.0
2014-10-06,2014-40,320.39,345.13,302.56,330.08,79011800.0,4277430000.0
2014-10-07,2014-40,330.58,339.25,320.48,336.19,49199900.0,4414880000.0
2014-10-08,2014-40,336.12,354.36,327.19,352.94,54736300.0,4489870000.0
2014-10-09,2014-40,352.75,382.73,347.69,365.03,83641100.0,4713320000.0
2014-10-10,2014-40,364.69,375.07,352.96,361.56,43665700.0,4874190000.0
2014-10-11,2014-40,361.36,367.19,355.95,362.3,13345200.0,4831160000.0
2014-10-12,2014-41,362.61,379.43,356.14,378.55,17552800.0,4849070000.0
2014-10-13,2014-41,377.92,397.23,368.9,390.41,35221400.0,5055290000.0
2014-10-14,2014-41,391.69,411.7,391.32,400.87,38491500.0,5241030000.0
2014-10-15,2014-41,400.95,402.23,388.77,394.77,25267100.0,5366290000.0
2014-10-16,2014-41,394.52,398.81,373.07,382.56,26990000.0,5281630000.0
2014-10-17,2014-41,382.76,385.48,375.39,383.76,13600700.0,5125580000.0
2014-10-18,2014-41,383.98,395.16,378.97,391.44,11416800.0,5143260000.0
2014-10-19,2014-42,391.25,393.94,386.46,389.55,5914570.0,5242370000.0
2014-10-20,2014-42,389.23,390.08,378.25,382.85,16419000.0,5216560000.0
2014-10-21,2014-42,382.42,392.65,380.83,386.48,14188900.0,5126590000.0
2014-10-22,2014-42,386.12,388.58,382.25,383.16,11641300.0,5177640000.0
2014-10-23,2014-42,382.96,385.05,356.45,358.42,26456900.0,5136830000.0
2014-10-24,2014-42,358.59,364.35,353.31,358.35,15585700.0,4811290000.0
2014-10-25,2014-42,358.61,359.86,342.88,347.27,18127500.0,4812990000.0
2014-10-26,2014-43,347.49,359.22,343.93,354.7,11272500.0,4665040000.0
2014-10-27,2014-43,354.78,358.63,349.81,352.99,13033000.0,4764020000.0
2014-10-28,2014-43,353.21,359.98,352.68,357.62,7845880.0,4744450000.0
2014-10-29,2014-43,357.09,357.83,335.34,335.59,18192700.0,4797700000.0
2014-10-30,2014-43,335.71,350.91,335.07,345.31,30177900.0,4511760000.0
2014-10-31,2014-43,345.01,348.05,337.14,338.32,12545400.0,4638210000.0
2014-11-01,2014-43,338.65,340.53,321.06,325.75,16677200.0,4554320000.0
2014-11-02,2014-44,326.07,329.05,320.63,325.89,8603620.0,4386500000.0
2014-11-03,2014-44,325.57,334.0,325.48,327.55,12948500.0,4380950000.0
2014-11-04,2014-44,327.16,331.77,325.08,330.49,15655500.0,4403750000.0
2014-11-05,2014-44,330.68,343.37,330.68,339.49,19817200.0,4452510000.0
2014-11-06,2014-44,339.46,352.97,338.42,349.29,18797000.0,4571830000.0
2014-11-07,2014-44,349.82,352.73,341.78,342.42,16834200.0,4712700000.0
2014-11-08,2014-44,342.15,347.03,342.15,345.49,8535470.0,4610750000.0
2014-11-09,2014-45,345.38,363.63,344.25,363.26,24205600.0,4655480000.0
2014-11-10,2014-45,362.26,374.82,357.56,366.92,30450100.0,4884490000.0
2014-11-11,2014-45,365.86,371.31,363.74,367.69,15838900.0,4934270000.0
2014-11-12,2014-45,367.99,429.72,367.99,423.56,45783200.0,4964150000.0
2014-11-13,2014-45,427.27,457.09,401.12,420.74,58945000.0,5765520000.0
2014-11-14,2014-45,418.42,419.25,384.79,397.82,29589200.0,5647540000.0
2014-11-15,2014-45,399.65,405.53,371.01,376.13,15727500.0,5395770000.0
2014-11-16,2014-46,374.73,390.8,374.6,387.88,11905600.0,5060640000.0
2014-11-17,2014-46,388.35,410.2,377.5,387.41,41518800.0,5246000000.0
2014-11-18,2014-46,387.79,392.4,371.12,375.2,32222500.0,5239790000.0
2014-11-19,2014-46,373.9,386.48,373.9,380.56,18931800.0,5053560000.0
2014-11-20,2014-46,380.31,382.02,356.78,357.84,25233200.0,5141550000.0
2014-11-21,2014-46,357.88,357.88,344.11,350.85,29850100.0,4839570000.0
2014-11-22,2014-46,351.6,364.84,350.88,352.92,15273000.0,4755830000.0
2014-11-23,2014-47,353.18,370.85,353.18,367.57,15151600.0,4778440000.0
2014-11-24,2014-47,366.95,387.21,366.67,376.9,30930100.0,4966080000.0
2014-11-25,2014-47,376.89,394.7,374.78,375.35,25442200.0,5101970000.0
2014-11-26,2014-47,376.02,377.7,365.82,368.37,18601700.0,5091480000.0
2014-11-27,2014-47,370.5,373.99,368.28,369.67,8748030.0,5018040000.0
2014-11-28,2014-47,369.37,382.84,358.45,376.45,22946500.0,5004050000.0
2014-11-29,2014-47,376.15,387.6,372.14,375.49,15375600.0,5097280000.0
2014-11-30,2014-48,375.51,382.53,373.31,378.05,9194440.0,5090060000.0
2014-12-01,2014-48,378.25,383.66,376.67,379.25,11763000.0,5128700000.0
2014-12-02,2014-48,379.25,384.04,377.86,381.31,12364100.0,5143500000.0
2014-12-03,2014-48,381.72,383.03,374.35,375.01,13340100.0,5178450000.0
2014-12-04,2014-48,375.72,378.65,367.76,369.6,14529600.0,5098100000.0
2014-12-05,2014-48,369.44,379.19,365.76,376.85,15181800.0,5014290000.0
2014-12-06,2014-48,376.76,378.45,370.94,374.79,7009320.0,5115040000.0
2014-12-07,2014-49,374.84,376.29,373.27,375.1,6491650.0,5090240000.0
2014-12-08,2014-49,374.96,376.03,361.89,361.91,18898700.0,5093180000.0
2014-12-09,2014-49,361.89,363.07,344.95,352.22,32915500.0,4917110000.0
2014-12-10,2014-49,352.2,352.38,346.37,346.37,16427700.0,4786700000.0
2014-12-11,2014-49,344.34,361.36,338.76,350.51,32431300.0,4681040000.0
2014-12-12,2014-49,350.83,352.98,349.29,352.54,16989800.0,4770620000.0
2014-12-13,2014-49,352.38,352.38,346.59,347.38,11675900.0,4792870000.0
2014-12-14,2014-50,346.73,353.32,345.42,351.63,12415200.0,4717270000.0
2014-12-15,2014-50,351.36,351.81,344.93,345.35,17264200.0,4781560000.0
2014-12-16,2014-50,345.67,345.86,327.06,327.06,30864900.0,4705370000.0
2014-12-17,2014-50,326.86,333.95,315.15,319.78,37567900.0,4450380000.0
2014-12-18,2014-50,319.79,323.71,304.23,311.4,39173000.0,4355140000.0
2014-12-19,2014-50,311.18,318.53,306.77,317.84,23823100.0,4238930000.0
2014-12-20,2014-50,317.62,330.32,316.04,329.96,20856700.0,4327750000.0
2014-12-21,2014-51,329.54,329.63,318.9,320.84,15207600.0,4491320000.0
2014-12-22,2014-51,321.07,334.12,320.43,331.89,22315100.0,4376890000.0
2014-12-23,2014-51,332.02,336.29,329.6,334.57,16574200.0,4527490000.0
2014-12-24,2014-51,334.38,334.74,321.36,322.53,15092300.0,4561040000.0
2014-12-25,2014-51,322.29,322.67,316.96,319.01,9883640.0,4397250000.0
2014-12-26,2014-51,319.15,331.42,316.63,327.92,16410500.0,4355750000.0
2014-12-27,2014-51,327.58,328.91,312.63,315.86,15185200.0,4472050000.0
2014-12-28,2014-52,316.16,320.03,311.08,317.24,11676600.0,4317320000.0
2014-12-29,2014-52,317.7,320.27,312.31,312.67,12302500.0,4339700000.0
2014-12-30,2014-52,312.72,314.81,309.37,310.74,12528300.0,4272940000.0
2014-12-31,2014-52,310.91,320.19,310.21,320.19,13942900.0,4249480000.0
2015-01-01,2015-00,320.44,320.44,314.0,314.25,8036550.0,4380820000.0
2015-01-02,2015-00,314.08,315.84,313.56,315.03,7860650.0,4295210000.0
2015-01-03,2015-00,314.85,315.15,281.08,281.08,33054400.0,4307010000.0
2015-01-04,2015-01,281.15,287.23,257.61,264.19,55629100.0,3847150000.0
2015-01-05,2015-01,265.08,278.34,265.08,274.47,43962800.0,3628490000.0
2015-01-06,2015-01,274.61,287.55,272.7,286.19,23245700.0,3759970000.0
2015-01-07,2015-01,286.08,298.75,283.08,294.34,24866800.0,3918090000.0
2015-01-08,2015-01,294.13,294.13,282.18,283.35,19982500.0,4029490000.0
2015-01-09,2015-01,282.38,291.11,280.53,290.41,18718600.0,3869530000.0
2015-01-10,2015-01,287.3,288.13,273.97,274.8,15264300.0,3937990000.0
2015-01-11,2015-02,274.61,279.64,265.04,265.66,18200800.0,3764960000.0
2015-01-12,2015-02,266.15,272.2,265.2,267.8,18880300.0,3649970000.0
2015-01-13,2015-02,267.39,268.28,219.91,225.86,72843900.0,3668040000.0
2015-01-14,2015-02,223.89,223.89,171.51,178.1,97638700.0,3072020000.0
2015-01-15,2015-02,176.9,229.07,176.9,209.84,81773500.0,2427830000.0
2015-01-16,2015-02,209.07,221.59,199.77,208.1,38421000.0,2870180000.0
2015-01-17,2015-02,207.83,211.73,194.88,199.26,23469700.0,2853930000.0
2015-01-18,2015-03,200.05,218.69,194.51,210.34,30085100.0,2747730000.0
2015-01-19,2015-03,211.47,216.73,207.32,214.86,18658300.0,2905410000.0
2015-01-20,2015-03,212.91,215.24,205.15,211.31,24051100.0,2925910000.0
2015-01-21,2015-03,211.38,227.79,211.21,226.9,29924600.0,2905520000.0
2015-01-22,2015-03,227.32,237.02,226.43,233.41,33544600.0,3125520000.0
2015-01-23,2015-03,233.52,234.84,225.2,232.88,24621700.0,3211490000.0
2015-01-24,2015-03,232.7,248.21,230.02,247.85,24782500.0,3200970000.0
2015-01-25,2015-04,247.35,255.07,243.89,253.72,33582700.0,3403300000.0
2015-01-26,2015-04,254.08,309.38,254.08,273.47,106794000.0,3496650000.0
2015-01-27,2015-04,273.17,275.48,250.65,263.48,44399000.0,3760210000.0
2015-01-28,2015-04,263.35,266.54,227.05,233.91,44352200.0,3626050000.0
2015-01-29,2015-04,233.35,238.71,220.71,233.51,32213400.0,3213920000.0
2015-01-30,2015-04,232.77,242.85,225.84,226.43,26605200.0,3206940000.0
2015-01-31,2015-04,226.44,233.5,216.31,217.46,23348200.0,3120490000.0
2015-02-01,2015-05,216.87,231.57,212.01,226.97,29128500.0,2989460000.0
2015-02-02,2015-05,226.49,242.18,222.66,238.23,30612100.0,3123010000.0
2015-02-03,2015-05,237.45,245.96,224.48,227.27,40783700.0,3275110000.0
2015-02-04,2015-05,227.51,230.06,221.11,226.85,26594300.0,3138700000.0
2015-02-05,2015-05,227.66,239.41,214.72,217.11,22516400.0,3141730000.0
2015-02-06,2015-05,216.92,230.51,216.23,222.27,24435300.0,2994350000.0
2015-02-07,2015-05,222.63,230.3,222.61,227.75,21604200.0,3074140000.0
2015-02-08,2015-06,227.69,229.44,221.08,223.41,17145200.0,3144920000.0
2015-02-09,2015-06,223.39,223.98,217.02,220.11,27791300.0,3086220000.0
2015-02-10,2015-06,220.28,221.81,215.33,219.84,21115100.0,3044180000.0
2015-02-11,2015-06,219.73,223.41,218.07,219.19,17201900.0,3037370000.0
2015-02-12,2015-06,219.21,222.2,217.61,221.76,15206200.0,3030990000.0
2015-02-13,2015-06,221.97,240.26,221.26,235.43,42744400.0,3069830000.0
2015-02-14,2015-06,235.53,259.81,235.53,257.32,49732500.0,3258210000.0
2015-02-15,2015-07,257.51,265.61,227.68,234.82,56552400.0,3563290000.0
2015-02-16,2015-07,234.82,239.52,229.02,233.84,28153700.0,3250240000.0
2015-02-17,2015-07,233.42,245.78,232.31,243.61,27363100.0,3231750000.0
2015-02-18,2015-07,243.78,244.25,232.34,236.33,25200800.0,3376060000.0
2015-02-19,2015-07,236.41,242.67,235.59,240.28,18270500.0,3274980000.0
2015-02-20,2015-07,240.25,247.1,239.3,243.78,23876700.0,3329190000.0
2015-02-21,2015-07,243.75,255.32,243.18,244.53,12284200.0,3378660000.0
2015-02-22,2015-08,244.54,246.39,233.85,235.98,19527000.0,3390510000.0
2015-02-23,2015-08,236.0,240.11,232.42,238.89,16400000.0,3272880000.0
2015-02-24,2015-08,239.0,239.9,236.4,238.74,14200400.0,3315370000.0
2015-02-25,2015-08,238.89,239.34,235.53,237.47,11496200.0,3314640000.0
2015-02-26,2015-08,237.34,237.71,234.26,236.43,13619400.0,3294030000.0
2015-02-27,2015-08,236.44,256.65,236.44,253.83,44013900.0,3282410000.0
2015-02-28,2015-08,253.52,254.69,249.48,254.26,13949300.0,3520560000.0
2015-03-01,2015-09,254.28,261.66,245.93,260.2,25213700.0,3532050000.0
2015-03-02,2015-09,260.36,276.3,258.31,275.67,40465700.0,3617340000.0
2015-03-03,2015-09,275.05,285.8,268.16,281.7,50461300.0,3822510000.0
2015-03-04,2015-09,281.99,284.23,268.13,273.09,41383000.0,3920130000.0
2015-03-05,2015-09,272.74,281.67,264.77,276.18,41302400.0,3792480000.0
2015-03-06,2015-09,275.6,277.61,270.01,272.72,28918900.0,3833160000.0
2015-03-07,2015-09,272.29,277.85,270.13,276.26,17825900.0,3788190000.0
2015-03-08,2015-10,276.43,277.86,272.56,274.35,22067900.0,3846750000.0
2015-03-09,2015-10,274.81,292.7,273.89,289.61,59178200.0,3825250000.0
2015-03-10,2015-10,289.86,300.04,289.74,291.76,67770800.0,4035790000.0
2015-03-11,2015-10,291.52,297.39,290.51,296.38,33963900.0,4060030000.0
2015-03-12,2015-10,296.13,297.09,292.41,294.35,32585200.0,4125290000.0
2015-03-13,2015-10,294.12,294.5,285.34,285.34,31421500.0,4098250000.0
2015-03-14,2015-10,284.44,286.34,280.98,281.88,22612300.0,3964470000.0
2015-03-15,2015-11,281.43,286.53,281.0,286.39,11970100.0,3923350000.0
2015-03-16,2015-11,285.69,294.11,285.69,290.59,21516100.0,3983760000.0
2015-03-17,2015-11,290.6,292.37,284.37,285.5,21497200.0,4053230000.0
2015-03-18,2015-11,285.07,285.34,249.87,256.3,57008000.0,3977030000.0
2015-03-19,2015-11,255.88,264.24,248.64,260.93,52732000.0,3570820000.0
2015-03-20,2015-11,260.96,264.85,259.16,261.75,18456700.0,3642550000.0
2015-03-21,2015-11,261.64,262.2,255.65,260.02,17130100.0,3653040000.0
2015-03-22,2015-12,259.92,269.75,259.59,267.96,18438100.0,3629920000.0
2015-03-23,2015-12,267.89,277.3,261.75,266.74,22811900.0,3742290000.0
2015-03-24,2015-12,266.58,267.0,244.16,245.59,40073700.0,3724830000.0
2015-03-25,2015-12,247.47,249.19,236.51,246.2,35866900.0,3458950000.0
2015-03-26,2015-12,246.28,254.35,244.91,248.53,25730000.0,3443230000.0
2015-03-27,2015-12,248.57,256.81,245.21,247.03,17274900.0,3476180000.0
2015-03-28,2015-12,246.97,254.21,246.97,252.8,16040900.0,3454980000.0
2015-03-29,2015-13,252.74,253.14,240.85,242.71,21699400.0,3536570000.0
2015-03-30,2015-13,242.88,249.24,239.21,247.53,23009600.0,3399510000.0
2015-03-31,2015-13,247.45,248.73,242.74,244.22,22672000.0,3464410000.0
2015-04-01,2015-13,244.22,247.54,241.16,247.27,22877200.0,3420100000.0
2015-04-02,2015-13,247.09,254.46,245.42,253.0,26272600.0,3461060000.0
2015-04-03,2015-13,253.07,256.04,251.88,254.32,23146600.0,3545940000.0
2015-04-04,2015-13,254.29,255.26,251.1,253.7,12493500.0,3563920000.0
2015-04-05,2015-14,253.76,260.68,251.94,260.6,19649200.0,3557460000.0
2015-04-06,2015-14,260.72,261.8,254.57,255.49,20034200.0,3655990000.0
